,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
4256,575000$,"3891,80$","239,79$",,,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),"720, rue des Colibris",,,,,,"16,314.86 pi² (1,515.7 m²)"
4257,500000$,,,,,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,"342, route 295",,,,,,"1,524,600.00 pi² (35 acres)"
4258,575000$,"4467,59$","272,95$",,,Sherbrooke (Jacques-Cartier),Estrie,"425, rue Wood",3,1,,,,"6,800 pi² (631.74 m²)"
4259,150000$,,,,,Degelis,Bas-Saint-Laurent,"313, route 295",,,,,,393.70x459.32 pi (120x140 m)
4260,399000$,"2758,00$",,"2506,00$",,Charny,Québec Rive-Sud (Lévis),"6658, rue des Myosotis",3,2,,2,"1,200 pi² (111.48 m²)","6,710.22 pi² (623.4 m²)"
4261,599000$,"2912,00$","615,00$","2400,00$","1500,00$",St-Vincent-de-Paul,Laval,"923, avenue Aimé-Bibeau",5,2,1,3,"1,345 pi² (124.95 m²)","6,805 pi² (632.21 m²)"
4262,260000$,"2485,26$","96,26$","1600,00$","1186,00$",St-Philémon,Chaudière-Appalaches,"1557, rue Principale",4,2,1,,,90x120 pi (27.43x36.58 m)
4264,300000$,"1845,37$","119,00$","1560,00$","1808,19$",La Patrie,Estrie,"5, rue Prévost",5,2,1,2,264.57x6.56 pi (80.64x2 m),125.00x150.43 pi (38.1x45.85 m)
4265,899000$,"7581,00$",,,,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,"42, chemin de l'Île",5,3,1,2,"4,000 pi² (371.61 m²)","48,787.20 pi² (1.12 acre)"
4266,245000$,"237,61$",,,,Chertsey,Lanaudière,"163, rue des Marronniers",,,,,,"784,080.00 pi² (18 acres)"
4267,225000$,,,,,Degelis,Bas-Saint-Laurent,"342, Route 295",,,,,,"1,524,600.00 pi² (35 acres)"
4268,1488000$,,,,,Dollard-Des-Ormeaux,Montréal / l'Île,"452, rue Devon",3,2,2,2,"2,120 pi² (196.95 m²)","7,450 pi² (692.13 m²)"
4269,375000$,"2071,53$","234,80$",,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"605-7333, rue Pierre-Corneille",2,2,,1,"1,300 pi² (120.77 m²)",
4270,798888$,"3138,00$","376,00$",,"1194,00$",Ahuntsic / Cartierville,Montréal / l'Île,"12130-12132, rue Lachapelle",4,2,,,,"3,525 pi² (327.48 m²)"
4271,393500$,,,,,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),"2269, rue de l'Aube - Par Construction M.N.J.E",1,1,,1,948 pi² (88.07 m²),"5,469 pi² (508.09 m²)"
4272,695000$,"2444,00$","293,00$","2280,00$","76,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"2397, rue Wurtele",4,1,,1,892 pi² (82.87 m²),"2,000 pi² (185.81 m²)"
4273,471000$,"2322,00$","234,00$","738,00$","900,00$",St-Paul,Lanaudière,"35, rue Vincent",4,2,,1,"1,200 pi² (111.48 m²)","10,232 pi² (950.58 m²)"
4274,225000$,,,,,St-Amable,Montérégie (Rive-Sud Montréal),"187, rue Herve Sud",,,,,,"319,497.62 pi² (29,682.3 m²)"
4276,574900$,"3141,97$","297,90$","2841,60$",,St-Constant,Montérégie (Rive-Sud Montréal),"152, rue du Glaïeul",3,1,1,2,"1,234 pi² (114.64 m²)","4,069 pi² (378.02 m²)"
4277,449000$,,,,,Le Plateau-Mont-Royal,Montréal / l'Île,"4431, avenue Henri-julien",1,1,,1,769 pi² (71.44 m²),
4278,20000$,"59,63$",,,,Wotton,Estrie,"345, rue Monseigneur-O'Bready",,,,,,8 450 pi² (785.03 m²)
4279,799000$,"5948,53$","518,78$",,,Ste-Therese,Laurentides,"159, avenue de la Rocade",9,3,,,,67x100 pi (20.42x30.48 m)
4280,378000$,,,,,Bromont,Estrie,"720, chemin de Gaspé",,,,,,"43,600 pi² (4,050.57 m²)"
4281,340000$,"2400,00$","210,00$","720,00$","516,00$",Mascouche,Lanaudière,"2363, avenue de la Gare",2,1,1,3,"1,031 pi² (95.78 m²)",
4282,548800$,"2924,42$","246,00$","1042,39$","982,09$",Sherbrooke (Fleurimont),Estrie,"2687, rue King Est",3,1,1,2,"1,806 pi² (167.78 m²)","16,000 pi² (1,486.45 m²)"
4283,299000$,"2208,94$","200,00$","1800,00$","1200,00$",St-Honore-De-Temiscouata,Bas-Saint-Laurent,"219, rue Principale",4,2,,2,"2,756 pi² (256.04 m²)","3,685 pi² (342.35 m²)"
4284,679000$,"4200,00$","420,00$",,,Cap-Santé,Portneuf,"7, rue du Pommetiers",4,2,1,3,,"7,000 pi² (650.32 m²)"
4285,399000$,"2248,24$","264,69$","438,12$",,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"103-8635, rue Lajeunesse",2,1,,1,817 pi² (75.9 m²),
4286,537500$,"1521,92$","242,76$","711,00$","794,00$",Dorval / L'Île Dorval,Montréal / l'Île,"1630, place Birchview",4,1,1,2,"1,400 pi² (130.06 m²)","4,900 pi² (455.22 m²)"
4288,540000$,"4156,48$","1039,54$","2111,98$",,Roberval,Saguenay-Lac-Saint-Jean,"1720, boulevard Horace-J.-Beemer",3,1,2,2,"1,806 pi² (167.78 m²)","31,223.95 pi² (2,900.8 m²)"
4289,450000$,"2950,52$","368,90$","527,55$",,Rosemont / La Petite Patrie,Montréal / l'Île,"408-4820, 4e Avenue",1,1,,1,783 pi² (72.74 m²),
4290,589000$,"3242,53$","255,31$","3265,00$","1983,00$",Val-David,Laurentides,"1310, chemin de la Rivière",4,2,1,2,2 540 pi² (235.97 m²),14 768.09 pi² (1 372 m²)
4291,84500$,"282,74$","7,09$",,,St-André-D'Argenteuil,Laurentides,rue de la Grande-Côte,,,,,,"32,291.73 pi² (3,000 m²)"
4292,359000$,"2025,00$","250,00$","1250,00$","780,00$",Gatineau (Masson-Angers),Outaouais,"14, rue Lanthier",3,2,,1,865 pi² (80.36 m²),"5,800 pi² (538.84 m²)"
4293,210000$,"1925,49$","113,31$","3072,26$","715,94$",Roberval,Saguenay-Lac-Saint-Jean,"1028, rue Pelletier",9,2,,1,"2,732 pi² (253.81 m²)","5,892.16 pi² (547.4 m²)"
4294,995000$,"4400,00$","500,00$","2400,00$","1290,00$",Chomedey,Laval,"4567, rue Couturier",6,3,,2,"2,282 pi² (212 m²)","5,450 pi² (506.32 m²)"
4295,495000$,,,,,St-Augustin-De-Desmaures,Québec Rive-Nord,"987, route de Fossambault",,,,,,"27,996 pi² (2,600.91 m²)"
4296,162500$,"1500,00$","92,65$","1000,00$","913,00$",Ste-Jeanne-D'Arc-De-Matane,Bas-Saint-Laurent,"265, rang 2 de Massé",4,1,1,3,"1,440 pi² (133.78 m²)","53,821 pi² (5,000.13 m²)"
4297,661500$,"3844,06$","351,30$","1313,66$","500,00$",Beaupré,Québec Rive-Nord,"41, rue de la Traverse",4,2,1,2,"1,536 pi² (142.7 m²)","7,200 pi² (668.9 m²)"
4298,375000$,"2714,17$","225,00$","1500,00$","500,00$",St-Jean-sur-Richelieu (Iberville),Montérégie (Rive-Sud Montréal),"675, 3e Rue",3,1,1,2,22.60x37.60 pi (6.89x11.46 m),39.44x118.08 pi (12.02x35.99 m)
4300,355000$,"2137,00$","191,00$",,,Repentigny (Repentigny),Lanaudière,"301-25, rue des Émeraudes",2,1,,1,"1,094 pi² (101.64 m²)",
4301,410000$,,,,,Drummondville (Drummondville),Centre-du-Québec,"710, rue du Tressot",4,2,,1,"1,008 pi² (93.65 m²)","6,314.11 pi² (586.6 m²)"
4302,250000$,"969,74$","100,69$",,,St-Tite,Mauricie,"301, chemin du Lac-Archange",2,1,1,2,"1,760 pi² (163.51 m²)","20,871.22 pi² (1,939 m²)"
4303,220000$,,,,,Magog,Estrie,"411-429, rue Saint-Alphone Sud",,,,,,"12,195 pi² (1,132.95 m²)"
4304,439000$,"5136,12$",,"2900,00$",,Senneterre,Abitibi-Témiscamingue,"130, rue des Cyprès",4,2,,2,"2,310 pi² (214.61 m²)","25,833.39 pi² (2,400 m²)"
4305,495000$,"2875,00$","256,00$",,,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,"411-5790, avenue Rembrandt",2,2,,1,"1,173 pi² (108.98 m²)",
4306,399000$,"2995,00$","173,00$","1700,00$",,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,"193, chemin du Rivage",3,2,,2,"1,352 pi² (125.6 m²)","48,024 pi² (4,461.58 m²)"
4307,498000$,"2521,07$","287,74$",,,Saint-Laurent,Montréal / l'Île,"315-398, rue Ouimet",3,2,,4,"1,002 pi² (93.09 m²)",
4308,599900$,"2895,38$","236,10$","1200,00$",,St-Philippe,Montérégie (Rive-Sud Montréal),"340, rue Lucien",4,2,,1,"1,025 pi² (95.23 m²)","3,600 pi² (334.45 m²)"
4309,424900$,"2789,20$",,"1800,00$","1500,00$",Gatineau (Gatineau),Outaouais,"401, rue du Progrès",4,2,2,1,"2,100 pi² (195.1 m²)","6,662.86 pi² (619 m²)"
4310,130000$,"2000,00$","146,00$","3200,00$",,St-Eugène-d'Argentenay,Saguenay-Lac-Saint-Jean,"518-520, rue Principale",4,2,,,,"4,051.54 pi² (376.4 m²)"
4312,295000$,"2270,00$","294,00$","1272,00$","856,00$",Charny,Québec Rive-Sud (Lévis),"7320, rue des Grèbes",3,1,1,2,"1,144.20 pi² (106.3 m²)","3,999.87 pi² (371.6 m²)"
4313,345000$,,,"1600,00$",,Drummondville (Drummondville),Centre-du-Québec,"1540, rue Goupil",4,2,,1,,"5,500 pi² (510.97 m²)"
4314,1050000$,"4711,69$","643,65$","1500,00$","450,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"506-1220, rue Crescent",2,2,,1,"1,026 pi² (95.32 m²)",
4315,50000$,,,,,Shawville,Outaouais,Rue Shaw,,,,,,"6,000 pi² (557.42 m²)"
4316,739000$,"5370,34$","538,97$","2350,00$",,Boischatel,Québec Rive-Nord,"37, rue des Prismes",5,2,1,2,"2,276 pi² (211.45 m²)","16,247.05 pi² (1,509.4 m²)"
4317,395000$,"2875,00$","156,00$","2975,00$",,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,"2319, rue Commerciale Sud",3,2,,1,"1,170 pi² (108.7 m²)","21,700 pi² (2,016 m²)"
4318,750000$,"3412,04$","392,00$","2500,00$","2500,00$",Prévost,Laurentides,"1054, rue des Gouverneurs",3,2,1,1,"3,500 pi² (325.16 m²)","52,500 pi² (4,877.41 m²)"
4319,275000$,,,,,St-Colomban,Laurentides,impasse du Condor,,,,,,"44,273 pi² (4,113.1 m²)"
4320,182500$,"1849,56$","151,32$",,,Alma,Saguenay-Lac-Saint-Jean,"6272, chemin Saint-François",4,1,1,2,"1,728 pi² (160.54 m²)","10,056 pi² (934.23 m²)"
4321,455000$,"2274,23$","225,00$","829,44$",,Fabreville,Laval,"666, rue Russell",3,1,,1,"1,206 pi² (112.04 m²)",
4322,529000$,"3111,70$","266,14$","1850,00$",,Deux-Montagnes,Laurentides,"595, rue Marquette",4,2,,1,39.37x26.25 pi (12x8 m),"8,799.50 pi² (817.5 m²)"
4324,500000$,"9234,38$","400,09$","16001,00$","3685,00$",Windsor,Estrie,"126, rue Principale Nord",,,,,,"9,999.67 pi² (929 m²)"
4325,174500$,,,,,Tingwick,Centre-du-Québec,"593, chemin des Lacs",,,,,,"62,581.38 pi² (5,814 m²)"
4326,349000$,"3243,51$","301,44$","1165,32$","473,06$",Ste-Foy,Québec Rive-Nord,"3737, boulevard Neilson",2,1,,1,"1,168 pi² (108.51 m²)","1,538.16 pi² (142.9 m²)"
4327,439900$,"2131,00$","188,00$","1470,00$","1010,00$",St-Léonard-D'Aston,Centre-du-Québec,"45, rue Jean-Pierre Despins",3,2,1,2,"1,950 pi² (181.16 m²)","12,880 pi² (1,196.59 m²)"
4328,599000$,"5500,00$","400,00$","1000,00$",,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"1878, rue Prince",3,1,1,2,"1,400 pi² (130.06 m²)",
4329,605900$,"3073,18$",,"4000,00$",,St-Roch-De-L'Achigan,Lanaudière,"89, route 341",5,2,1,2,"2,016 pi² (187.29 m²)","24,000.29 pi² (2,229.7 m²)"
4330,439900$,"2600,19$","286,40$","925,89$",,Laval-des-Rapides,Laval,"B3-33, avenue Sauriol",3,2,,2,"1,175 pi² (109.16 m²)","1,175 pi² (109.16 m²)"
4331,575000$,"3200,00$","275,00$","1200,00$",,St-Philippe,Montérégie (Rive-Sud Montréal),"332, rue Lucien",3,2,,1,"1,110 pi² (103.12 m²)","3,600 pi² (334.45 m²)"
4332,229500$,"1800,00$","200,00$","240,00$",,Charlesbourg (ND-Des-Laurentides),Québec Rive-Nord,"1538, avenue de la Rivière Jaune",2,1,1,2,1 500 pi² (139.35 m²),8 000 pi² (743.22 m²)
4333,1295000$,"2638,71$","180,00$","900,00$","2000,00$",Bristol,Outaouais,"72, chemin Fifth Line Ouest",4,,,,,"14,941,080.05 pi² (343 acres)"
4334,405000$,"2124,34$",,,,St-Benjamin,Chaudière-Appalaches,"240, 12e rang Ouest",1,1,,2,936 pi² (86.96 m²),"3,290,165 pi² (305,666.33 m²)"
4336,"4,55$","1170,00$",,,,St-Antoine-De-Tilly,Chaudière-Appalaches,route Marie-Victorin,,,,,,"120,000 pi² (11,148.36 m²)"
4337,795000$,"4177,74$","316,41$",,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"9530-9532-9534, rue de Marseille",7,3,4,,,"1,977.33 pi² (183.7 m²)"
4338,848000$,"6114,54$","520,06$",,,Gatineau (Gatineau),Outaouais,"866, boulevard Hurtubise",4,2,1,3,"1,860 pi² (172.8 m²)","8,907 pi² (827.49 m²)"
4339,339000$,"5143,12$","201,54$","476,00$","1730,00$",Victoriaville,Centre-du-Québec,"124, boulevard des Bois-Francs Sud",,,,,,"6,093 pi² (566.06 m²)"
4340,550000$,,,,,St-Marcel-De-L'Islet,Chaudière-Appalaches,chemin Taché Est,,,,,,"5,920,150.75 pi² (55 hectares)"
4341,163500$,"2341,75$","83,54$","2598,97$","880,00$",Lebel-Sur-Quevillon,Nord-du-Québec,"98, rue des Ormes",4,2,1,1,24x42 pi (7.32x12.80 m),"8,227.93 pi² (764.4 m²)"
4342,448888$,"1828,85$","266,66$","500,00$",,Mont-Royal,Montréal / l'Île,"705-2335, chemin Manella",1,1,,1,574 pi² (53.33 m²),
4343,419500$,"2586,00$","243,00$","2000,00$","350,00$",Magog,Estrie,"1-1003, rue Merry Nord",2,1,1,1,"1,288 pi² (119.66 m²)",
4344,990000$,,,,,St-Eustache,Laurentides,"66-68, rue Saint-Laurent",9,5,1,,,"5,300 pi² (492.39 m²)"
4345,12000$,,,,,St-Rene-De-Matane,Bas-Saint-Laurent,Terrains forestiers,,,,,,
4346,65000$,,,,,Grosses-Roches,Bas-Saint-Laurent,Route 132,,,,,,"172,222.57 pi² (16,000 m²)"
4348,1950000$,"7757,00$","991,00$",,,Outremont,Montréal / l'Île,"784, avenue Champagneur",2,1,,,,"1,799 pi² (167.13 m²)"
4349,59000$,,,,,Milan,Estrie,Route 214,,,,,,"156,816.00 pi² (3.6 acres)"
4350,150000$,,,,,Bedford,Estrie,rue des Frênes,,,,,,"34,228 pi² (3,179.89 m²)"
4351,699000$,"2900,00$","500,00$","1200,00$","1700,00$",Val-Des-Monts,Outaouais,"7, chemin du Ruisselet",3,3,,2,"2,400 pi² (222.97 m²)","71,235.56 pi² (6,618 m²)"
4352,499999$,,,,,Gatineau (Buckingham),Outaouais,"60, rue Édouard-Charles-Croteau - Par Construction BOAN",4,2,,1,,"6,025.64 pi² (559.8 m²)"
4353,425000$,"2416,45$",,,,Roxton Pond,Estrie,"1074, 30e Rue",3,2,,2,1 508.02 pi² (140.1 m²),9 248.35 pi² (859.2 m²)
4354,488000$,,,,,Rivière des Prairies,Montréal / l'Île,"10263, boulevard  Perras",3,1,1,2,,"4,373 pi² (406.26 m²)"
4355,150000$,,,,,Cowansville,Estrie,"446, rue Bell",,,,,,"10,000 pi² (929.03 m²)"
4356,389000$,"3675,00$","300,00$",,,St-Romuald,Québec Rive-Sud (Lévis),"1440, chemin du Sault",5,2,2,,,"5,596.16 pi² (519.9 m²)"
4357,495000$,"3653,42$","369,86$","1875,00$","1240,00$",Lévis,Québec Rive-Sud (Lévis),"4613, rue Jacques-Ferron",3,2,,1,"1,010 pi² (93.83 m²)",58.92x118.27 pi (17.96x36.05 m)
4358,579999$,,,,,Gatineau (Buckingham),Outaouais,"53-55, rue F.-X.-Boileau",3,1,1,,,"3,106.46 pi² (288.6 m²)"
4360,149000$,"953,00$","30,00$","1500,00$","30,00$",Sherbrooke (St-Élie-d'Orford),Estrie,"2555, rue des Genévriers",3,1,,1,780 pi² (72.46 m²),"11,000 pi² (1,021.93 m²)"
4361,60000$,,,,,Ste-Thérèse-De-La-Gatineau,Outaouais,"21, chemin Thompson",,,,,,"116,250.23 pi² (10,800 m²)"
4362,329000$,"2564,40$","151,56$",,,Victoriaville,Centre-du-Québec,"159, rue Catherine",3,2,,1,892 pi² (82.87 m²),"6,941.65 pi² (644.9 m²)"
4363,498000$,,,,,Saint-Sauveur,Québec Rive-Nord,"332-340, rue du Cardinal-Taschereau",7,4,,,,"2,447 pi² (227.33 m²)"
4364,818000$,,,,,Rivière des Prairies,Montréal / l'Île,"12645, 27e avenue",5,3,,2,"1,943 pi² (180.51 m²)",80x100 pi (24.38x30.48 m)
4365,100000$,,,,,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,rue L'Orée des Champs,,,,,,
4366,1075000$,"4990,96$","621,26$",,,Kirkland,Montréal / l'Île,"11, rue Gingerwood",5,2,1,2,"3,034 pi² (281.87 m²)","5,652.02 pi² (525.09 m²)"
4367,575000$,"2000,00$","350,00$","1000,00$","1000,00$",St-Fulgence,Saguenay-Lac-Saint-Jean,"1328, route de Tadoussac",3,2,2,1,"1,312 pi² (121.89 m²)","128,500 pi² (11,938.04 m²)"
4368,429000$,"3432,00$","169,00$",,,Papineauville,Outaouais,242-246-248 RUE LAVAL,3,1,,1,"1,034.41 pi² (96.1 m²)","14,709.95 pi² (1,366.6 m²)"
4369,695000$,"4899,28$","402,63$",,"1865,00$",Granby,Estrie,"428-434, rue du Populage",8,4,1,,,"10,419 pi² (967.96 m²)"
4370,699000$,"3064,52$","359,00$","600,00$",,Le Plateau-Mont-Royal,Montréal / l'Île,"4666, avenue de Lorimier",5,1,,1,"1,334 pi² (123.93 m²)",
4372,399000$,"2608,57$","187,19$",,"1760,00$",Ste-Martine,Montérégie (Rive-Sud Montréal),"259, rue Sainte-Marie",4,2,,,,"6,410 pi² (595.51 m²)"
4373,899000$,,,,,St-Eustache,Laurentides,"597, chemin de la Rivière Nord",2,1,,1,"1,400 pi² (130.06 m²)","140,247.3 pi² (13,029.4 m²)"
4374,425000$,"5231,06$","212,77$",,"2686,01$",Rimouski (Rimouski),Bas-Saint-Laurent,"125, avenue Rouleau",,,,,,"4,544.52 pi² (422.2 m²)"
4375,215000$,,,,,St-Jérôme (Bellefeuille),Laurentides,Lac Paul,,,,,,"65,000 pi² (6,038.7 m²)"
4376,209000$,"1217,00$","62,00$","2800,00$",,St-Isidore-de-Clifton,Estrie,"2074, route 210",3,1,,2,"1,447 pi² (134.43 m²)","159,865.20 pi² (3.67 acres)"
4377,565000$,"3074,88$","362,60$",,,Pierrefonds / Roxboro,Montréal / l'Île,"19483, rue du Sulky",2,2,,2,"1,334 pi² (123.93 m²)",
4378,650000$,"1851,50$","150,35$","1440,00$","1031,14$",Stornoway,Estrie,"315, chemin de North Hill",3,1,,2,"2,188.30 pi² (203.3 m²)","2,265,120.01 pi² (52 acres)"
4379,425000$,"3062,00$","300,00$","2200,00$","2055,00$",Beaupré,Québec Rive-Nord,"196, rue du Chanoine-Boucher",4,2,1,2,"2,024.69 pi² (188.1 m²)","11,625.02 pi² (1,080 m²)"
4380,775000$,"2650,00$","286,00$","3500,00$","979,00$",Chomedey,Laval,"3, 68e avenue",3,2,,2,"1,400 pi² (130.06 m²)","4,612 pi² (428.47 m²)"
4381,39000$,,,,,Lachute,Laurentides,rue Water,,,,,,"5,200 pi² (483.1 m²)"
4382,1255000$,"11881,00$","1519,00$",,,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"4366, avenue Marcil",4,2,,1,"1,840 pi² (170.94 m²)","4,850 pi² (450.58 m²)"
4384,439000$,,,,,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),"121, chemin Ozias-Leduc",,,,,,"14,294 pi² (1,327.96 m²)"
4385,85000$,,,,,Ste-Marguerite-Du-Lac-Masson,Laurentides,Chemin Masson,,,,,,"67,512 pi² (6,272.07 m²)"
4386,199999$,,,,,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,chemin des Mille-Couleurs,,,,,,"92,500 pi² (8,593.53 m²)"
4387,579000$,,,,,Morin-Heights,Laurentides,"65, montée Hurtubise",,,,,,"390,730 pi² (36,300 m²)"
4388,499000$,"2422,28$","271,62$","2500,00$","1467,36$",Candiac,Montérégie (Rive-Sud Montréal),"253, rue de Cherbourg",3,1,1,2,"1,280 pi² (118.92 m²)","1,926 pi² (178.93 m²)"
4389,550000$,"11700,00$","336,00$","3255,00$","5000,00$",Beauport,Québec Rive-Nord,"225, rue Seigneuriale",,,,,,"13,238.53 pi² (1,229.9 m²)"
4390,429000$,"2253,55$","234,32$",,,St-Liboire,Montérégie (Rive-Sud Montréal),"62, Rue Honoré-Bouvier",3,2,1,2,"1,600 pi² (148.64 m²)","5,070 pi² (471.02 m²)"
4391,395000$,"2015,33$","235,29$","650,00$","1475,52$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"2-7880, rue Madeleine-Huguenin",3,1,1,1,"1,400 pi² (130.06 m²)","1,450 pi² (134.71 m²)"
4392,299500$,,,,,St-Bonaventure,Centre-du-Québec,"390, route 143",5,1,,1,"1,700 pi² (157.94 m²)","60,000 pi² (5,574.18 m²)"
4393,749000$,"4471,57$","412,40$","5640,00$","212,00$",Gatineau (Aylmer),Outaouais,"3, rue Saint-Malo",4,2,1,1,"2,014 pi² (187.11 m²)","20,003.65 pi² (1,858.4 m²)"
4394,289000$,"2330,00$","421,00$","408,00$","437,00$",Montcalm,Québec Rive-Nord,"804-4, rue des Jardins-Mérici",2,1,,1,841 pi² (78.13 m²),1 071 pi² (99.5 m²)
4396,300000$,"1633,32$","133,35$","1134,36$","1813,00$",St-Fortunat,Chaudière-Appalaches,"172, rue Principale",6,4,2,2,"3,210 pi² (298.22 m²)","30,996.83 pi² (2,879.7 m²)"
4397,859000$,"4760,00$","488,00$",,,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),"221-223-225-227, rue Ménard",4,4,1,,,"6,589.67 pi² (612.2 m²)"
4398,429000$,"3292,00$","236,00$","732,98$","893,00$",Charlesbourg,Québec Rive-Nord,"260-262, 74e Rue E",2,1,1,1,949 pi² (88.16 m²),"17,408 pi² (1,617.26 m²)"
4399,295000$,"727,91$","250,00$",,"500,00$",Ange-Gardien-de-Rouville,Montérégie (Rive-Sud Montréal),"739, chemin Magenta",1,1,,1,"1,300 pi² (120.77 m²)","22,000 pi² (2,043.87 m²)"
4400,359000$,"1692,74$","193,00$","632,63$","500,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"308-7333, rue Pierre-Corneille",2,2,,1,930.00 pi² (86.4 m²),
4401,995000$,"3400,00$","375,00$",,,Ste-Anne-De-La-Rochelle,Estrie,"375, chemin Saint-Anne Sud",,,,,,"11,020,680.03 pi² (253 acres)"
4402,519000$,"3205,00$","680,00$","5060,00$",,St-Romuald,Québec Rive-Sud (Lévis),"108, rue du Collège",5,2,,2,"2,700 pi² (250.84 m²)","7,728 pi² (717.95 m²)"
4403,795000$,"1959,90$","265,06$","624,57$","838,00$",Ste-Anne-Des-Lacs,Laurentides,"108, chemin des Pins",4,1,1,2,"1,765 pi² (163.97 m²)",259.19x246.06 pi (79x75 m)
4404,525000$,"2918,67$","294,91$","3000,00$",,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,"505, rue du Richelieu",3,2,1,2,1 800 pi² (167.23 m²),60x90 pi (18.29x27.43 m)
4405,1625000$,"2863,86$","579,46$","2500,00$","24000,00$",St-Gabriel-De-Valcartier,Québec Rive-Nord,"219, chemin Redmond",2,1,1,,,"80,000 pi² (7,432.24 m²)"
4406,559000$,"3218,00$","355,00$","1865,00$","1590,00$",Marieville,Montérégie (Rive-Sud Montréal),"1364, rang du Grand Bois",4,1,,1,942.13 pi² (87.53 m²),150x450 pi (45.72x137.16 m)
4408,365000$,"1697,56$","195,00$","1150,00$",,Terrebonne (Lachenaie),Lanaudière,"403-691, montée des Pionniers",2,1,,1,"1,100 pi² (102.19 m²)",
4409,348000$,"1212,00$","215,00$",,,Canton de Stanstead,Estrie,"2581-2571, chemin de Fitch Bay",5,3,3,2,"2,631.77 pi² (244.5 m²)","129,173.33 pi² (12,000.6 m²)"
4410,295000$,,,,,La Malbaie,Charlevoix,"75, rang du Ruisseau-des-Frênes",,,,,,"269,097.76 pi² (2.5 hectares)"
4411,495000$,,,,,La Malbaie,Charlevoix,"75, rang du Ruisseau des Frênes",,,,,,"215,278.21 pi² (2 hectares)"
4412,195000$,,,,,La Malbaie,Charlevoix,"75, rang du Ruisseau des Frênes, La Malbaie",,,,,,"215,278.21 pi² (2 hectares)"
4413,95000$,,,,,La Malbaie,Charlevoix,"75, rang du Ruisseau des Frênes, La Malbaie",,,,,,"215,278.21 pi² (2 hectares)"
4414,319000$,"3066,00$","182,00$","2520,00$",,Trois-Rivières (Trois-Rivières),Mauricie,"850, rue Arthur-Bettez",4,2,,1,28.31x45.93 pi (8.63x14 m),"9,279.57 pi² (862.1 m²)"
4415,399000$,"3277,00$","270,00$","1200,00$","1548,00$",Boischatel,Québec Rive-Nord,"5495, avenue Royale",3,2,1,1,"1,125 pi² (104.52 m²)","7,650 pi² (710.71 m²)"
4416,399900$,"1800,00$","192,20$","1770,00$","700,00$",Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"1861, 7e avenue",3,1,1,1,850 pi² (78.97 m²),3 230.25 pi² (300.1 m²)
4417,175000$,,,,,St-Ambroise,Saguenay-Lac-Saint-Jean,chemin Saint-Léonard,,,,,,"430,556.42 pi² (4 hectares)"
4418,499900$,,,,,Ste-Sophie,Laurentides,"365, rue de Val-des-Chênes",3,1,1,2,"2,974.39 pi² (276.33 m²)","34,000 pi² (3,158.7 m²)"
4420,554900$,"1780,67$","145,03$",,,Rigaud,Montérégie Ouest,rue Ganivet,,,,,,"237,629.47 pi² (22,076.5 m²)"
4421,299000$,"1200,00$","325,00$",,,East Farnham,Estrie,"196, rue Principale",3,2,,1,"1,320 pi² (122.63 m²)","9,798.39 pi² (910.3 m²)"
4422,239000$,"1856,14$","122,69$","1704,00$",,Rimouski (Rimouski),Bas-Saint-Laurent,"3-181, rue des Gouverneurs",2,1,,1,"1,180 pi² (109.63 m²)","2,554.28 pi² (237.3 m²)"
4423,499000$,"3001,65$","202,65$","1800,00$",,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,"206, place Monal",5,2,1,2,"1,568 pi² (145.67 m²)","7,000 pi² (650.32 m²)"
